ra,dec,star_flag,near_star,use_phot,z_spec,z_peak,field
189.38398743,62.19618988,0,0,1,,0.8764,GOODS-N
189.38398743,62.25082016,2,0,1,,4.7004,GOODS-N
189.38401794,62.32891083,2,0,1,,1.7343,GOODS-N
189.38404846,62.18668747,2,0,1,,1.3146,GOODS-N
189.38404846,62.26949692,0,0,1,0.85,1.1975,GOODS-N
189.38407898,62.18898392,2,0,1,,3.8137,GOODS-N
189.38407898,62.29428482,0,0,1,,1.8438,GOODS-N
189.38409424,62.23027039,2,0,1,,1.7208,GOODS-N
189.38415527,62.23688889,0,0,1,,1.7164,GOODS-N
189.38415527,62.28293991,0,0,1,0.975,1.0008,GOODS-N
189.38420105,62.22201538,1,0,0,,0.3275,GOODS-N
189.38420105,62.27479935,0,0,1,,0.7767,GOODS-N
189.38424683,62.22373199,0,0,1,,0.6149,GOODS-N
189.38427734,62.21803665,0,0,1,,1.3273,GOODS-N
189.3842926,62.23197556,2,0,1,,1.7034,GOODS-N
189.38430786,62.30975723,0,0,1,,1.321,GOODS-N
189.38433838,62.2677536,2,0,1,,1.5725,GOODS-N
189.38435364,62.20048904,0,0,1,,0.3326,GOODS-N
189.3843689,62.24218369,0,0,1,0.4774,0.4732,GOODS-N
189.38442993,62.28863144,2,0,1,,1.6033,GOODS-N
189.38444519,62.25757599,2,0,1,,0.8762,GOODS-N
189.38446045,62.25062943,2,0,1,,5.6058,GOODS-N
189.38446045,62.32785797,2,0,1,,0.5943,GOODS-N
189.38449097,62.1811676,2,0,1,,1.2207,GOODS-N
189.38450623,62.19701004,2,0,1,,2.6075,GOODS-N
189.38452148,62.27204514,0,0,1,,1.5104,GOODS-N
189.384552,62.2623558,2,0,1,,4.0966,GOODS-N
189.38456726,62.20504379,2,0,1,,2.1818,GOODS-N
189.38458252,62.23617172,2,0,1,,1.1097,GOODS-N
189.38458252,62.30459213,0,0,1,0.1584,0.0839,GOODS-N
189.3846283,62.19959259,0,0,1,,2.229,GOODS-N
189.3846283,62.34224319,0,0,1,1.223,1.2724,GOODS-N
189.38464355,62.29696655,2,0,1,,2.7489,GOODS-N
189.38465881,62.26384735,0,0,1,,1.3997,GOODS-N
189.38465881,62.28831482,2,0,1,,1.6687,GOODS-N
189.38467407,62.2121582,2,0,1,,0.5055,GOODS-N
189.38467407,62.21387482,2,0,1,,5.2031,GOODS-N
189.38467407,62.22917175,0,0,1,0.5101,0.5286,GOODS-N
189.38473511,62.21965408,0,0,1,,2.8836,GOODS-N
189.38478088,62.23197556,0,0,1,,1.2003,GOODS-N
189.3848114,62.20677185,2,0,1,,1.3014,GOODS-N
189.38482666,62.3261261,0,0,1,,1.2111,GOODS-N
189.38484192,62.2385025,0,0,1,1.224,1.1612,GOODS-N
189.38484192,62.32983017,2,0,0,,1.1296,GOODS-N
189.38487244,62.33431244,2,0,0,,2.8849,GOODS-N
189.38490295,62.33959198,2,0,1,,1.2659,GOODS-N
189.38491821,62.21501541,2,0,1,,2.3021,GOODS-N
189.38491821,62.22127914,2,0,1,,2.6052,GOODS-N
189.38491821,62.29491425,2,0,1,,0.7801,GOODS-N
189.38494873,62.20891953,1,0,0,,0.1323,GOODS-N
189.38499451,62.2034874,2,0,1,,4.8121,GOODS-N
189.38502502,62.29754639,0,0,1,2.004,1.9581,GOODS-N
189.38508606,62.28022385,2,0,1,,1.6457,GOODS-N
189.38510132,62.20156479,0,0,1,,2.2846,GOODS-N
189.38510132,62.20598602,2,0,1,,2.449,GOODS-N
189.38510132,62.22997665,2,0,1,,1.0512,GOODS-N
189.38511658,62.23353195,2,0,1,,2.1824,GOODS-N
189.38514709,62.19577789,2,0,1,,2.7212,GOODS-N
189.38514709,62.29434586,2,0,1,,2.9718,GOODS-N
189.38514709,62.29673767,0,0,1,,2.3123,GOODS-N
189.38516235,62.18069077,2,0,1,,1.5778,GOODS-N
189.38517761,62.23326111,2,0,1,,2.2894,GOODS-N
189.38519287,62.20720673,2,0,1,,1.0143,GOODS-N
189.38520813,62.31108856,2,0,0,,1.7621,GOODS-N
189.38523865,62.23646164,2,0,1,,1.6887,GOODS-N
189.38526917,62.27753067,1,0,0,,2.4497,GOODS-N
189.38529968,62.28596878,0,0,1,,1.6564,GOODS-N
189.38534546,62.23493958,0,0,1,,1.5142,GOODS-N
189.38537598,62.22319031,2,0,1,,1.4474,GOODS-N
189.38540649,62.31056595,2,0,1,,0.8793,GOODS-N
189.38543701,62.24328232,2,0,1,,1.6821,GOODS-N
189.38551331,62.18318176,0,0,1,,1.1774,GOODS-N
189.38551331,62.29985428,0,0,1,,0.738,GOODS-N
189.38552856,62.21127319,2,0,1,,0.8863,GOODS-N
189.38554382,62.2874794,2,0,1,,1.5493,GOODS-N
189.38554382,62.31427002,2,0,1,,0.1542,GOODS-N
189.38555908,62.33025742,2,0,0,,1.6861,GOODS-N
189.38557434,62.24056244,2,0,1,,1.1648,GOODS-N
189.38563538,62.20695877,2,0,1,,1.0806,GOODS-N
189.38563538,62.27000809,2,0,1,,1.7911,GOODS-N
189.38568115,62.18193817,0,0,1,,0.497,GOODS-N
189.38568115,62.22280121,0,0,1,,0.1887,GOODS-N
189.38568115,62.23257065,2,0,1,,0.4474,GOODS-N
189.38569641,62.22813034,2,0,1,,1.8742,GOODS-N
189.38569641,62.25973129,0,0,1,,0.8828,GOODS-N
189.38571167,62.21499634,0,0,1,,2.4636,GOODS-N
189.38580322,62.24216461,2,0,1,,3.0237,GOODS-N
189.38581848,62.19042587,2,0,1,,1.6359,GOODS-N
189.38581848,62.21844101,2,0,1,,3.0101,GOODS-N
189.38581848,62.25989151,0,0,1,,1.0132,GOODS-N
189.38583374,62.23684311,2,0,1,,1.688,GOODS-N
189.38586426,62.22535706,2,0,1,,0.5735,GOODS-N
189.38589478,62.20589447,0,0,1,,2.831,GOODS-N
189.38591003,62.21873856,2,0,1,,1.7042,GOODS-N
189.38594055,62.21306992,2,0,1,,3.3267,GOODS-N
189.38594055,62.3346405,0,0,1,,1.1055,GOODS-N
189.38595581,62.28010178,0,0,1,,0.9975,GOODS-N
189.38595581,62.29227448,0,0,1,,1.6707,GOODS-N
189.38595581,62.31966782,0,0,1,1.987,2.0692,GOODS-N
189.38597107,62.22945786,2,0,1,,3.0102,GOODS-N
189.38601685,62.20095825,2,0,1,,1.7031,GOODS-N
189.3860321,62.21696472,0,0,1,,1.1486,GOODS-N
189.38606262,62.20023346,2,0,1,,0.5616,GOODS-N
189.38606262,62.2947998,2,0,1,,1.3162,GOODS-N
189.38609314,62.26544571,2,0,1,,0.7848,GOODS-N
189.38609314,62.26753616,0,0,1,,2.9576,GOODS-N
189.3861084,62.23784256,2,0,1,,5.7864,GOODS-N
189.38612366,62.18532562,0,0,1,,1.7826,GOODS-N
189.38612366,62.27763748,2,0,1,,0.9273,GOODS-N
189.38613892,62.29094315,2,0,1,,1.0283,GOODS-N
189.38613892,62.31694794,2,0,0,,2.4883,GOODS-N
189.38615417,62.2080574,0,0,1,,3.3307,GOODS-N
189.38615417,62.27350998,2,0,1,,0.8188,GOODS-N
189.38616943,62.27162933,0,0,1,,0.5675,GOODS-N
189.38618469,62.18921661,2,0,1,,2.0415,GOODS-N
189.38618469,62.20689392,2,0,1,,1.1854,GOODS-N
189.38618469,62.31473923,2,0,1,,1.2525,GOODS-N
189.38621521,62.2102356,2,0,1,,0.1558,GOODS-N
189.38623047,62.27506638,0,0,1,,0.5881,GOODS-N
189.38626099,62.23482132,2,0,1,,0.5301,GOODS-N
189.38626099,62.25320053,2,0,1,,2.6499,GOODS-N
189.38626099,62.26517868,2,0,1,,2.3996,GOODS-N
189.38627625,62.19546127,0,0,1,,0.9461,GOODS-N
189.3862915,62.19309998,2,0,1,,0.9325,GOODS-N
189.38630676,62.22915649,2,0,1,,1.7089,GOODS-N
189.38630676,62.23202896,0,0,1,,0.5106,GOODS-N
189.38632202,62.21440125,0,0,1,,0.9092,GOODS-N
189.38632202,62.24213409,2,0,1,,1.111,GOODS-N
189.38633728,62.22297668,0,0,1,,2.5393,GOODS-N
189.38639832,62.20890427,2,0,1,,1.0539,GOODS-N
189.38639832,62.25501633,2,0,1,,1.7302,GOODS-N
189.38642883,62.24378586,2,0,1,,0.9683,GOODS-N
189.38644409,62.22512436,0,0,1,,1.7143,GOODS-N
189.38645935,62.24472046,2,0,0,,0.9827,GOODS-N
189.38648987,62.24433136,2,0,1,,2.8056,GOODS-N
189.38648987,62.3354187,2,0,1,,1.7022,GOODS-N
189.38650513,62.21456528,0,0,1,,0.8953,GOODS-N
189.3865509,62.18211365,0,0,1,,1.1946,GOODS-N
189.3865509,62.21652603,0,0,1,,1.2154,GOODS-N
189.3865509,62.27603531,2,0,1,,0.637,GOODS-N
189.38656616,62.24049377,2,0,1,,2.692,GOODS-N
189.38658142,62.29110718,0,0,1,2.205,1.7627,GOODS-N
189.3866272,62.21380615,2,0,0,,3.2725,GOODS-N
189.3866272,62.25389862,2,0,1,,0.8679,GOODS-N
189.38664246,62.3187561,2,0,1,,1.5691,GOODS-N
189.38665771,62.21099091,2,0,1,,3.2398,GOODS-N
189.38667297,62.23803711,2,0,1,,3.1583,GOODS-N
189.38671875,62.19139862,0,0,1,,0.7706,GOODS-N
189.38671875,62.25859833,2,0,1,,1.3523,GOODS-N
189.38671875,62.27687454,2,0,1,,1.24,GOODS-N
189.38673401,62.31787872,2,0,1,,1.8696,GOODS-N
189.38674927,62.22553635,0,0,1,,0.9072,GOODS-N
189.38676453,62.23048782,2,0,1,,2.6049,GOODS-N
189.38677979,62.18246078,0,0,1,,1.0396,GOODS-N
189.38677979,62.31982422,2,0,0,,1.9413,GOODS-N
189.38684082,62.23665237,2,0,1,,0.3851,GOODS-N
189.38685608,62.27393341,0,0,1,,0.8195,GOODS-N
189.38685608,62.30486679,2,0,1,,1.0408,GOODS-N
189.38687134,62.19656372,0,0,1,,2.0049,GOODS-N
189.38687134,62.33403778,0,0,1,,0.686,GOODS-N
189.3868866,62.20589447,0,0,1,,0.5098,GOODS-N
189.3868866,62.2143898,0,0,1,,0.7862,GOODS-N
189.3868866,62.27817917,0,0,1,,0.8961,GOODS-N
189.38693237,62.24502945,2,0,1,,3.4459,GOODS-N
189.38697815,62.18131638,0,0,1,,3.5569,GOODS-N
189.38699341,62.20082855,2,0,1,,0.2843,GOODS-N
189.38700867,62.21899033,2,0,1,,1.2572,GOODS-N
189.38700867,62.22597885,2,0,0,,1.061,GOODS-N
189.38705444,62.24768829,0,0,1,,2.2595,GOODS-N
189.3870697,62.33180618,2,0,1,,0.1159,GOODS-N
189.38708496,62.28355789,2,0,1,,2.826,GOODS-N
189.38711548,62.18508148,0,0,1,,0.7959,GOODS-N
189.38711548,62.33369827,0,0,1,,2.8004,GOODS-N
189.387146,62.20915604,2,0,1,,0.7202,GOODS-N
189.387146,62.33390045,0,0,1,,1.808,GOODS-N
189.38717651,62.2870369,0,0,1,0.6341,0.6384,GOODS-N
189.38719177,62.25835037,2,0,0,,1.2983,GOODS-N
189.38719177,62.29524994,0,0,1,0.7718,0.7602,GOODS-N
189.38722229,62.22177124,1,0,0,,0.3677,GOODS-N
189.38726807,62.20929337,2,0,1,,0.5709,GOODS-N
189.38728333,62.26565933,0,0,1,,2.6262,GOODS-N
189.38728333,62.32208633,2,0,1,,3.0329,GOODS-N
189.38729858,62.29624939,2,0,1,,0.346,GOODS-N
189.38731384,62.20228958,0,0,1,,0.9279,GOODS-N
189.38731384,62.32320023,0,0,1,0.9365,0.9087,GOODS-N
189.3873291,62.21508026,2,0,1,,1.5774,GOODS-N
189.38735962,62.27568436,0,0,1,,1.3762,GOODS-N
189.38739014,62.18853378,2,0,1,,2.2254,GOODS-N
189.3874054,62.19446945,2,0,1,,3.4607,GOODS-N
189.3874054,62.29256439,0,0,1,,1.263,GOODS-N
189.38742065,62.19890976,2,0,1,,0.8311,GOODS-N
189.38742065,62.28820801,2,0,1,,0.7927,GOODS-N
189.38743591,62.24644852,2,0,1,,0.5059,GOODS-N
189.38745117,62.32819366,2,0,1,,0.9221,GOODS-N
189.38746643,62.20763779,2,0,1,,1.5342,GOODS-N
189.38751221,62.31444168,2,0,1,,0.4748,GOODS-N
189.38757324,62.21874237,2,0,0,,1.7521,GOODS-N
189.38760376,62.25174713,2,0,1,,1.7217,GOODS-N
189.38760376,62.29449081,2,0,1,,1.2942,GOODS-N
189.38764954,62.29135513,2,0,1,,1.5992,GOODS-N
189.38769531,62.22345734,2,0,1,,2.9473,GOODS-N
189.38771057,62.18442154,2,0,1,,1.3661,GOODS-N
189.38775635,62.22105026,2,0,1,,1.5221,GOODS-N
189.38777161,62.2125206,2,0,1,,3.7287,GOODS-N
189.38778687,62.20811081,2,0,1,,0.8135,GOODS-N
189.38781738,62.23177338,2,0,1,,1.0146,GOODS-N
189.38781738,62.23386002,2,0,1,,1.4419,GOODS-N
189.38781738,62.26900864,2,0,1,,5.5117,GOODS-N
189.38787842,62.23978806,2,0,1,,4.1,GOODS-N
189.38787842,62.31004333,0,0,1,,0.949,GOODS-N
189.38798523,62.26934814,0,0,1,,0.629,GOODS-N
189.38798523,62.30116653,2,0,1,,5.7927,GOODS-N
189.38798523,62.34079742,2,0,1,,1.2441,GOODS-N
189.38801575,62.3040123,2,0,1,,2.2923,GOODS-N
189.38804626,62.2954216,0,0,1,,2.579,GOODS-N
189.38806152,62.26987457,0,0,1,0.5705,0.5831,GOODS-N
189.38807678,62.29620361,2,0,1,,0.6672,GOODS-N
189.3881073,62.18983841,0,0,1,,1.7616,GOODS-N
189.3881073,62.29811478,0,0,1,,0.8787,GOODS-N
189.38812256,62.33340836,0,0,1,,1.3208,GOODS-N
189.38813782,62.2386322,2,0,1,,2.7078,GOODS-N
189.38815308,62.23851776,2,0,1,,1.1066,GOODS-N
189.38815308,62.29405975,2,0,1,,1.6893,GOODS-N
189.38821411,62.33985901,0,0,1,,1.5994,GOODS-N
189.38822937,62.27822113,0,0,1,,1.7465,GOODS-N
189.38824463,62.31573486,2,0,1,,0.1061,GOODS-N
189.38830566,62.32618332,2,0,1,,3.4281,GOODS-N
189.38832092,62.20872498,0,0,1,,0.5302,GOODS-N
189.38833618,62.22994232,2,0,1,,0.4574,GOODS-N
189.38833618,62.25758743,2,0,1,,2.3624,GOODS-N
189.38835144,62.19151306,0,0,1,,0.2049,GOODS-N
189.38838196,62.29763794,2,0,1,,3.8757,GOODS-N
189.38839722,62.28416061,0,0,1,,1.7075,GOODS-N
189.38839722,62.32899475,2,0,1,,0.361,GOODS-N
189.38842773,62.21663666,2,0,0,,2.3457,GOODS-N
189.38845825,62.29446793,0,0,1,,4.221,GOODS-N
189.38850403,62.23539734,2,0,1,,4.8623,GOODS-N
189.38853455,62.2497139,2,0,1,,0.8436,GOODS-N
189.3885498,62.2603035,2,0,1,,0.8507,GOODS-N
189.3885498,62.2621994,2,0,1,,0.4094,GOODS-N
189.3885498,62.32669067,0,0,1,1.0596,1.0187,GOODS-N
189.3885498,62.33309937,2,0,1,,1.5834,GOODS-N
189.38856506,62.20203018,0,0,1,,0.7936,GOODS-N
189.38858032,62.31669998,2,0,1,,1.1404,GOODS-N
189.38859558,62.34140015,2,0,0,,1.2659,GOODS-N
189.38861084,62.30025101,2,0,1,,1.7495,GOODS-N
189.3886261,62.28045654,0,0,1,,1.6907,GOODS-N
189.38864136,62.20940781,0,0,1,,2.5118,GOODS-N
189.38864136,62.31992722,0,0,1,,1.3255,GOODS-N
189.38870239,62.18085098,0,0,1,,2.0578,GOODS-N
189.38871765,62.24572372,2,0,1,,5.2529,GOODS-N
189.38873291,62.31304169,2,0,1,,1.8884,GOODS-N
189.38874817,62.28061676,2,0,1,,0.1135,GOODS-N
189.38874817,62.28264618,0,0,1,,0.8463,GOODS-N
189.38874817,62.30814362,0,0,1,,0.7996,GOODS-N
189.38877869,62.22597504,2,0,1,,0.6405,GOODS-N
189.38879395,62.31452942,2,0,1,,1.9346,GOODS-N
189.3888092,62.1843071,0,0,1,,1.1149,GOODS-N
189.3888092,62.18868256,2,0,1,,0.8998,GOODS-N
189.38883972,62.25880432,2,0,1,,4.5811,GOODS-N
189.38885498,62.2960434,2,0,1,,1.7148,GOODS-N
189.38887024,62.21780396,2,0,0,,5.0136,GOODS-N
189.3888855,62.2042923,0,0,1,,1.5219,GOODS-N
189.38891602,62.28793335,2,0,1,,0.7862,GOODS-N
189.38891602,62.33167648,2,0,1,,0.6448,GOODS-N
189.38896179,62.23109055,0,0,1,0.5105,0.5068,GOODS-N
189.38897705,62.28889465,0,0,1,,0.9009,GOODS-N
189.38900757,62.23254013,2,0,1,,1.0394,GOODS-N
189.38902283,62.28596878,2,0,1,,0.639,GOODS-N
189.38902283,62.30199814,2,0,1,,0.4675,GOODS-N
189.38905334,62.32073212,2,0,1,,1.5543,GOODS-N
189.3890686,62.33315277,0,0,1,,0.9606,GOODS-N
189.38908386,62.3294487,2,0,1,,1.168,GOODS-N
189.38909912,62.22618103,2,0,1,,0.7304,GOODS-N
189.38911438,62.19255066,2,0,1,,0.9368,GOODS-N
189.38912964,62.22784042,0,0,1,,0.0839,GOODS-N
189.38916016,62.18355942,2,0,1,,0.1449,GOODS-N
189.38916016,62.32121277,0,0,1,,1.5185,GOODS-N
189.38922119,62.23530579,2,0,1,,3.6577,GOODS-N
189.38923645,62.18462372,0,0,1,,2.2472,GOODS-N
189.38926697,62.25125122,2,0,1,,2.9087,GOODS-N
189.38928223,62.27815628,2,0,1,,3.5334,GOODS-N
189.38929749,62.28700256,2,0,1,,1.4641,GOODS-N
189.3894043,62.33114624,0,0,1,0.4467,0.4703,GOODS-N
189.38946533,62.2266922,2,0,1,,1.4444,GOODS-N
189.38946533,62.31548309,2,0,0,,3.6316,GOODS-N
189.38948059,62.23983383,2,0,1,,1.4308,GOODS-N
189.38949585,62.21839905,0,0,1,,1.5247,GOODS-N
189.38949585,62.2902298,0,0,1,,0.5277,GOODS-N
189.38955688,62.33367538,0,0,1,,1.448,GOODS-N
189.38957214,62.22306442,1,0,0,,0.1508,GOODS-N
189.3895874,62.26005173,2,0,1,,1.0389,GOODS-N
189.38960266,62.32805634,0,0,1,0.271,0.294,GOODS-N
189.38961792,62.32400131,2,0,1,,0.8376,GOODS-N
189.38963318,62.2079277,2,0,1,,2.6068,GOODS-N
189.3896637,62.23154068,2,0,1,,2.8763,GOODS-N
189.3896637,62.23501587,2,0,1,,2.4535,GOODS-N
189.3896637,62.24449921,0,1,0,,2.5052,GOODS-N
189.3896637,62.31084442,0,0,1,,0.5207,GOODS-N
189.3896637,62.31988907,2,0,1,,0.4321,GOODS-N
189.38970947,62.26609421,0,0,1,,2.4586,GOODS-N
189.38973999,62.24081421,2,1,0,,1.7076,GOODS-N
189.38975525,62.2119751,0,0,1,,2.1645,GOODS-N
189.38977051,62.27650833,0,0,1,,2.1953,GOODS-N
189.38981628,62.2432518,2,1,0,,3.9986,GOODS-N
189.38983154,62.2360878,2,0,1,,1.5225,GOODS-N
189.3898468,62.20548248,2,0,1,,1.7745,GOODS-N
189.38986206,62.21219635,2,0,1,,4.147,GOODS-N
189.38990784,62.24245453,2,1,0,,3.0595,GOODS-N
189.3899231,62.19419098,0,0,1,,1.5414,GOODS-N
189.3899231,62.26212692,2,0,1,,1.9933,GOODS-N
189.38993835,62.2301712,2,0,1,,5.1044,GOODS-N
189.39002991,62.29867935,2,0,1,,1.1058,GOODS-N
189.39004517,62.24293518,2,1,0,,2.7085,GOODS-N
189.39004517,62.31077576,0,0,1,,0.4674,GOODS-N
189.39009094,62.2310791,0,0,1,,2.2989,GOODS-N
189.39009094,62.24518967,2,1,0,,0.5778,GOODS-N
189.3901062,62.31341934,2,0,1,,0.8069,GOODS-N
189.39013672,62.22451019,2,0,1,,1.4722,GOODS-N
189.39013672,62.23364258,2,0,1,,0.9703,GOODS-N
189.39015198,62.26921844,2,0,1,,0.5901,GOODS-N
189.39016724,62.31921005,0,0,1,1.345,1.3444,GOODS-N
189.3901825,62.18312836,0,0,1,,3.2515,GOODS-N
189.39019775,62.23070526,2,0,1,,2.4763,GOODS-N
189.39022827,62.22645187,0,0,1,,0.3704,GOODS-N
189.39024353,62.1965332,0,0,1,,0.9039,GOODS-N
189.39027405,62.24430084,2,1,0,,1.5828,GOODS-N
189.39028931,62.26848984,0,0,1,0.8524,0.8172,GOODS-N
189.39030457,62.21409225,0,0,1,,0.8852,GOODS-N
189.39031982,62.23200989,2,0,0,,1.7525,GOODS-N
189.3903656,62.19860458,2,0,1,,3.1729,GOODS-N
189.3903656,62.28837967,2,0,1,,2.573,GOODS-N
189.3903656,62.30980682,0,0,1,,2.0037,GOODS-N
189.39038086,62.33584595,2,0,1,,2.7785,GOODS-N
189.39041138,62.19240952,0,0,1,,1.4145,GOODS-N
189.39041138,62.28138733,0,0,1,,1.6979,GOODS-N
189.39042664,62.24169159,0,1,0,,0.7565,GOODS-N
189.39042664,62.29868317,2,0,1,,1.6873,GOODS-N
189.39045715,62.29784775,2,0,1,,3.7965,GOODS-N
189.39048767,62.25075531,0,0,1,,1.6786,GOODS-N
189.39050293,62.23218918,2,0,1,,1.8052,GOODS-N
189.39054871,62.19953918,2,0,1,,0.8834,GOODS-N
189.39056396,62.19052124,0,0,1,,0.9918,GOODS-N
189.39056396,62.21561813,0,0,1,,1.0255,GOODS-N
189.39057922,62.27803802,0,0,1,,1.4847,GOODS-N
189.39065552,62.22917938,0,0,1,,1.8404,GOODS-N
189.39068604,62.25363541,2,0,1,,2.0359,GOODS-N
189.39070129,62.25884628,0,0,1,,2.994,GOODS-N
189.39070129,62.31285095,0,0,1,2.0049,2.099,GOODS-N
189.39070129,62.32348251,2,0,1,,0.6182,GOODS-N
189.39071655,62.30895615,2,0,1,,1.6208,GOODS-N
189.39071655,62.31887054,2,0,1,,1.1567,GOODS-N
189.39073181,62.23398209,2,0,0,,2.315,GOODS-N
189.39074707,62.32125854,2,0,1,,0.8666,GOODS-N
189.39076233,62.23189926,2,0,1,,1.4691,GOODS-N
189.39077759,62.20022583,0,0,1,,1.033,GOODS-N
189.39079285,62.28123856,2,0,1,,1.6996,GOODS-N
189.39080811,62.20292282,0,0,1,,1.5661,GOODS-N
189.39080811,62.23125076,2,0,0,,0.8444,GOODS-N
189.3908844,62.22579575,2,0,1,,1.6281,GOODS-N
189.39089966,62.19422531,0,0,1,,0.5334,GOODS-N
189.39091492,62.32890701,0,0,1,,3.042,GOODS-N
189.39093018,62.24291611,2,1,0,,3.4858,GOODS-N
189.39097595,62.3368721,2,0,1,,2.2207,GOODS-N
189.39099121,62.21330643,2,0,1,,1.9636,GOODS-N
189.39099121,62.30725479,0,0,1,0.5642,0.5447,GOODS-N
189.39100647,62.28595734,2,0,1,,1.2537,GOODS-N
189.39100647,62.32276154,0,0,1,,1.1491,GOODS-N
189.39102173,62.30010223,2,0,0,,1.7273,GOODS-N
189.39103699,62.25594711,2,0,1,,0.7223,GOODS-N
189.39105225,62.32295609,0,0,1,,1.2346,GOODS-N
189.39108276,62.20596313,0,0,1,,1.1585,GOODS-N
189.39108276,62.21086884,2,0,1,,0.7877,GOODS-N
189.39109802,62.3011055,0,0,1,,0.4828,GOODS-N
189.39111328,62.20312119,0,0,1,,1.6019,GOODS-N
189.39117432,62.25767517,0,0,1,0.6819,0.6227,GOODS-N
189.39120483,62.2918663,2,0,1,,0.6065,GOODS-N
189.39120483,62.33314133,2,0,1,,1.7851,GOODS-N
189.39126587,62.24070358,2,1,0,,3.7765,GOODS-N
189.39126587,62.31303787,0,0,1,,2.1908,GOODS-N
189.39128113,62.19538879,2,0,1,,0.7298,GOODS-N
189.39129639,62.19500351,0,0,1,,0.2376,GOODS-N
189.3913269,62.20632553,2,0,1,,1.5504,GOODS-N
189.39135742,62.2526474,2,0,1,,0.5174,GOODS-N
189.39141846,62.20103455,0,0,1,,2.2317,GOODS-N
189.39141846,62.22553253,2,0,1,,0.2834,GOODS-N
189.39143372,62.33792496,2,0,0,,3.9179,GOODS-N
189.39144897,62.24424744,0,1,0,,1.4014,GOODS-N
189.39146423,62.18274689,0,0,1,,0.7473,GOODS-N
189.39147949,62.31758881,0,0,1,,1.3687,GOODS-N
189.39149475,62.24351883,2,1,0,,3.5774,GOODS-N
189.39149475,62.25125885,2,0,1,,2.8253,GOODS-N
189.39149475,62.26984406,2,0,1,,0.6964,GOODS-N
189.39151001,62.20524216,2,0,1,,1.3838,GOODS-N
189.3915863,62.31909561,2,0,1,,1.7192,GOODS-N
189.3915863,62.3241539,2,0,1,,2.0598,GOODS-N
189.39160156,62.25710678,2,0,1,,2.8706,GOODS-N
189.39161682,62.19724655,0,0,1,,0.6147,GOODS-N
189.39163208,62.30968475,0,0,1,,1.6937,GOODS-N
189.39164734,62.32703018,0,0,1,0.2733,0.2566,GOODS-N
189.39169312,62.18323898,2,0,1,,1.3784,GOODS-N
189.39170837,62.24360657,2,1,0,,2.796,GOODS-N
189.39170837,62.28900909,2,0,1,,4.3889,GOODS-N
189.39175415,62.24555969,2,1,0,,2.4558,GOODS-N
189.39178467,62.32112885,0,0,1,,0.4085,GOODS-N
189.39179993,62.21027374,2,0,1,,1.8311,GOODS-N
189.3918457,62.20530319,2,0,1,,1.667,GOODS-N
189.3918457,62.26476288,1,0,0,0.0,1.1092,GOODS-N
189.3918457,62.32999802,2,0,1,,0.3809,GOODS-N
189.39186096,62.28212738,0,0,1,,0.6052,GOODS-N
189.39186096,62.30160141,2,0,1,,1.0872,GOODS-N
189.39186096,62.32418442,2,0,1,,1.6163,GOODS-N
189.39187622,62.29072189,2,0,1,,0.4145,GOODS-N
189.39193726,62.32962418,2,0,1,,1.612,GOODS-N
189.39195251,62.21471786,0,0,1,,0.9324,GOODS-N
189.39195251,62.23301697,2,0,1,,3.208,GOODS-N
189.39195251,62.32880402,0,0,1,,1.0009,GOODS-N
189.39196777,62.25851059,2,0,1,,1.3505,GOODS-N
189.39196777,62.27073288,0,0,1,,1.7633,GOODS-N
189.39199829,62.2901535,2,0,1,,1.0142,GOODS-N
189.39201355,62.28899384,2,0,1,,0.693,GOODS-N
189.39202881,62.21809387,2,0,1,,1.3923,GOODS-N
189.39204407,62.25395203,2,0,1,,0.5887,GOODS-N
189.39204407,62.33748627,0,0,1,,0.8821,GOODS-N
189.39205933,62.23210144,2,0,1,,1.7259,GOODS-N
189.39205933,62.24187469,2,1,0,,2.4463,GOODS-N
189.39205933,62.27346802,0,0,1,,1.4671,GOODS-N
189.39207458,62.264328,2,0,1,,1.9061,GOODS-N
189.39208984,62.23732376,0,0,1,,1.6232,GOODS-N
189.39213562,62.24147415,2,1,0,,2.6231,GOODS-N
189.39215088,62.19802475,2,0,1,,2.6168,GOODS-N
189.39215088,62.25709534,2,0,1,,1.6806,GOODS-N
189.39215088,62.27778625,0,0,1,,1.7408,GOODS-N
189.39215088,62.32214355,2,0,0,,1.7408,GOODS-N
189.39219666,62.19651794,2,0,1,,1.0936,GOODS-N
189.39219666,62.20266342,2,0,1,,0.1886,GOODS-N
189.39219666,62.26950455,2,0,1,,0.0357,GOODS-N
189.39221191,62.21569824,2,0,1,,1.3012,GOODS-N
189.39222717,62.24430847,2,1,0,,3.0849,GOODS-N
189.39222717,62.31542969,0,0,1,,3.4082,GOODS-N
189.39224243,62.32011795,0,0,1,0.2059,0.2216,GOODS-N
189.39227295,62.33890152,0,0,1,,0.9911,GOODS-N
189.39230347,62.29906082,2,0,1,,2.4672,GOODS-N
189.39233398,62.20280075,0,0,1,,2.0225,GOODS-N
189.39233398,62.29298401,0,0,1,0.5105,0.5313,GOODS-N
189.3923645,62.21748734,0,0,1,,1.6878,GOODS-N
189.39237976,62.23599625,0,0,1,,1.2461,GOODS-N
189.39239502,62.18238068,0,0,1,,0.9827,GOODS-N
